threshold,selected_events,selected_fraction,geometric_mean_pb_improvement,minimum_peak_retention,mean_peak_retention,pooled_net_peak_retention,all_peak_statistics_reliable,sensitivity_geometric_mean_pb_improvement_excluding_209,sensitivity_minimum_peak_retention_excluding_209,sensitivity_mean_peak_retention_excluding_209,sensitivity_statistics_reliable_excluding_209
0.0105,2881196,0.9982966703994856,1.0039411500075934,0.99928800607159,1.000263354186099,1.000046364165804,True,1.004380013252809,0.99928800607159,1.0002926157623324,True
0.011,2880915,0.998199307580579,1.0042751658116205,0.9996222615137297,1.0003240216692344,1.0000607438202207,True,1.0047513110214006,0.9996222615137297,1.000360024076927,True
0.0115,2880643,0.9981050631437727,1.0044107272573686,0.9994933533528424,1.0003519023301295,1.0000266723335727,True,1.0048863629497884,0.9994933533528424,1.0003778286485694,True
0.012,2880393,0.9980184414187668,1.0044395787061149,0.9987590012883724,1.0003027107466347,1.000021365944801,True,1.0048969443853308,0.9987590012883724,1.0003050722920312,True
0.0125,2880156,0.9979363240234613,1.004650017458838,0.9994222390743334,1.0002720565274656,1.0000300381692344,True,1.0051279289073507,0.9994222390743334,1.0002685317913302,True
0.013000000000000001,2879950,0.9978649477220565,1.0046940108408824,0.9991875472133737,1.000213381160212,1.0000153549733637,True,1.0052129273741666,0.9991875472133737,1.000239249070187,True
0.0135,2879738,0.9977914924992516,1.0048087844887896,0.9991863162051264,1.000157163315952,1.0000145269081508,True,1.0053403246852126,0.9991863162051264,1.0001766201381448,True
0.014,2879529,0.9977190767371468,1.0049483083478812,0.999334477827312,1.0002353939181865,1.0000261631277487,True,1.005513491087587,0.999334477827312,1.0002814990951967,True
0.0145,2879336,0.9976522047654423,1.005102958044108,0.9992835532218588,1.0003261382122581,1.000047920056837,True,1.005685422192058,0.9992835532218588,1.0003823260886098,True
0.015,2879141,0.9975846398199377,1.005092635634174,0.9991427116941749,1.00024086550231,1.0000236547076296,True,1.0056664343389554,0.9991427116941749,1.0002851739208505,True
0.0155,2878973,0.9975264300207338,1.0051425388222806,0.9988403929529239,1.0001997234992954,1.000022860395452,True,1.005739977416438,0.9988403929529239,1.000257416649848,True
0.016,2878811,0.99747029914293,1.0052380724731185,0.9985007900525311,1.0001498312881774,1.000032514134766,True,1.0058248662126958,0.9985007900525311,1.0001840464136935,True
0.0165,2878628,0.9974068920402257,1.0052664847386923,0.998667630301516,1.000121231009563,1.0000264524788658,True,1.005889600611793,0.998667630301516,1.00018521143333,True
0.017,2878457,0.9973476427803217,1.0053568804563204,0.9987310100757428,1.0001212943738391,1.0000233403379697,True,1.0059868442911681,0.9987310100757428,1.0001853034708965,True
0.0175,2878291,0.997290125954918,1.005375313320049,0.9984856627832214,1.0000790732638958,1.0000084367398308,True,1.0059809586634076,0.9984856627832214,1.0001228870426255,True
0.018000000000000002,2878146,0.9972398853544145,1.0053405062325356,0.9988213241159973,0.9999976834333288,0.9999977110655462,True,1.0059481964267913,0.9988213241159973,1.0000429690615518,True
0.0185,2877973,0.9971799431207105,1.0055116226061738,0.9989474940846346,1.0000348369156047,1.0000091202004677,True,1.0060923023208475,0.9989474940846346,1.000048218542076,True
0.019,2877826,0.997129009546407,1.0055667328461537,0.9989007308542251,1.0000373437283927,1.0000050101774447,True,1.006138562565027,0.9989007308542251,1.0000411458374678,True
0.0195,2877679,0.9970780759721036,1.0056139152954693,0.9988870583847951,1.0000363695260923,1.0000014887764,True,1.006141583217764,0.9988870583847951,1.000004015187996,True
0.02,2877543,0.9970309537537004,1.0057478964473432,0.9989770256827226,1.0000906426837397,1.000013320546975,True,1.0062445309231827,0.9989770256827226,1.0000283903520106,True
0.0205,2877386,0.9969765553103969,1.005872050909605,0.9988215314903026,1.0001280519161662,1.0000184675868222,True,1.0064081480056495,0.9988215314903026,1.0000954057521507,True
0.021,2877244,0.9969273541705935,1.0060749244870488,0.998960045283062,1.0001595931426048,1.0000240475967839,True,1.0066495612945345,0.998960045283062,1.0001571640687168,True
0.021500000000000002,2877092,0.9968746881617899,1.006288427032116,0.9993613096239528,1.0003105081932333,1.0000458426263046,True,1.0067984483523165,0.9993613096239528,1.0002504674149832,True
0.022,2876962,0.996829644864787,1.006480381233554,0.9994120918653732,1.0003956663693585,1.0000528735312415,True,1.0069573420623912,0.9994120918653732,1.0002992576331133,True
0.0225,2876833,0.996784948054684,1.0067009049981943,0.9994120918653732,1.00048885548102,1.0000772083443106,True,1.0071428432746068,0.9994120918653732,1.0003593287857513,True
0.023,2876700,0.9967388652969809,1.0066510216523048,0.9994120918653732,1.0004111240715587,1.0000703407657023,True,1.0070873632713089,0.9994120918653732,1.0002768595091187,True
0.0235,2876596,0.9967028306593785,1.0066223839922928,0.9993951357262744,1.000353267740451,1.0000581469359404,True,1.006988320655733,0.9993951357262744,1.0001587917947619,True
0.024,2876470,0.9966591733099754,1.006614579677387,0.9993951357262744,1.0003095344224007,1.0000478510962558,True,1.006942031131245,0.9993951357262744,1.0000813077613158,True
0.0245,2876364,0.9966224456985731,1.0065608636730279,0.9993561434094966,1.0002352760263336,1.0000341423993768,True,1.0068685277331968,0.9993561434094966,0.9999883364682025,True
0.025,2876243,0.9965805207836702,1.0066436392387217,0.9993786219190585,1.0002557636055214,1.000040317952609,True,1.0069380666561774,0.9993786219190585,0.9999977312541721,True
0.025500000000000002,2876129,0.9965410212770676,1.0066536429706614,0.999209204050101,1.0002481497564788,1.000028489540584,True,1.00690366828225,0.999209204050101,0.9999509411472823,True
0.026000000000000002,2876021,0.996503600691865,1.006669748824196,0.9992738274159884,1.0002371050789303,1.000020615593029,True,1.0069118547170886,0.9992738274159884,0.9999360335805273,True
0.0265,2875932,0.996472763357763,1.0066997760113883,0.9992514039257995,1.0002409996071584,1.0000186336004664,True,1.0069812880975906,0.9992514039257995,0.9999762729654752,True
0.027,2875835,0.9964391541284607,1.0067044483350767,0.9992004793203462,1.000228132923573,1.0000134769274214,True,1.0069659925021102,0.9992004793203462,0.9999471549090025,True
0.0275,2875732,0.9964034659777583,1.0067173829266673,0.9988231830926808,1.0001853882577438,1.0000208605847865,True,1.0069857009068226,0.9988231830926808,0.9999069236571333,True
0.028,2875613,0.9963622340366556,1.0068323031539583,0.9988231830926808,1.0002226910118677,1.0000365401507088,True,1.0070644914062399,0.9988231830926808,0.9999099405995128,True
0.0285,2875515,0.9963282783204532,1.0069780457116746,0.9988231830926808,1.0002702453452306,1.000052794659498,True,1.0071623195588824,0.9988231830926808,0.9999139595503185,True
0.029,2875408,0.9962912042221508,1.0069940299998137,0.9988231830926808,1.0002502113616731,1.0000492282133746,True,1.0072192376016016,0.9988231830926808,0.9999326562746992,True
0.029500000000000002,2875310,0.9962572485059484,1.0070439404724751,0.9988231830926808,1.0002377633471018,1.0000616207324666,True,1.0072800370646782,0.9988231830926808,0.999926087502681,True
0.03,2875224,0.9962274506325465,1.0070805899874051,0.9988231830926808,1.0002494952684629,1.0000683073629517,True,1.0073141624645598,0.9988231830926808,0.9999363350113123,True
0.0305,2875124,0.9961928019425441,1.0072648873945604,0.9988231830926808,1.000308205505784,1.000094528650409,True,1.0074544776529635,0.9988231830926808,0.9999484115315583,True
0.031,2875025,0.9961584997394418,1.00745328637364,0.9992350611521474,1.0003862427502521,1.0000939009649297,True,1.0076605334445634,0.9992350611521474,1.0000351011825828,True
0.0315,2874929,0.9961252369970396,1.0075102307766814,0.9993260952127039,1.0003346083588556,1.000084375761826,True,1.007725773529688,0.9993260952127039,0.9999829665651087,True
0.032,2874821,0.9960878164118371,1.0074667671967505,0.9991822525592141,1.0002570377341755,1.0000629209306202,True,1.0077315774488864,0.9991822525592141,0.9999506451791726,True
